basket,ticker,category
5,ASHR,C04_EMERGING
5,COMT,C06_REAL_ASSETS
5,DBO,C06_REAL_ASSETS
5,DGS,C04_EMERGING
5,EIS,C03_DEVELOPED_GLOBAL
5,EWA,C03_DEVELOPED_GLOBAL
5,EWM,C04_EMERGING
5,EWN,C03_DEVELOPED_GLOBAL
5,EWO,C03_DEVELOPED_GLOBAL
5,FXI,C04_EMERGING
5,GDXJ,C06_REAL_ASSETS
5,IGV,C02_US_SECTOR_THEME
5,IJR,C01_US_BROAD_STYLE
5,IWN,C01_US_BROAD_STYLE
5,JNK,C05_BONDS_CASH_CREDIT
5,MBB,C05_BONDS_CASH_CREDIT
5,RWX,C06_REAL_ASSETS
5,SCHP,C05_BONDS_CASH_CREDIT
5,SPLV,C01_US_BROAD_STYLE
5,TAN,C02_US_SECTOR_THEME
5,VB,C01_US_BROAD_STYLE
5,VGSH,C05_BONDS_CASH_CREDIT
5,XBI,C02_US_SECTOR_THEME
5,XLB,C02_US_SECTOR_THEME
6,DBB,C06_REAL_ASSETS
6,DBC,C06_REAL_ASSETS
6,EFA,C03_DEVELOPED_GLOBAL
6,EPI,C04_EMERGING
6,EWI,C03_DEVELOPED_GLOBAL
6,EWP,C03_DEVELOPED_GLOBAL
6,EWQ,C03_DEVELOPED_GLOBAL
6,FDN,C02_US_SECTOR_THEME
6,FXI,C04_EMERGING
6,HDV,C01_US_BROAD_STYLE
6,IGV,C02_US_SECTOR_THEME
6,IVV,C01_US_BROAD_STYLE
6,IWD,C01_US_BROAD_STYLE
6,KWEB,C04_EMERGING
6,PPA,C02_US_SECTOR_THEME
6,QUAL,C01_US_BROAD_STYLE
6,RWO,C06_REAL_ASSETS
6,SCHP,C05_BONDS_CASH_CREDIT
6,TLT,C05_BONDS_CASH_CREDIT
6,TUR,C04_EMERGING
6,VCIT,C05_BONDS_CASH_CREDIT
6,VCSH,C05_BONDS_CASH_CREDIT
6,WOOD,C06_REAL_ASSETS
6,XLV,C02_US_SECTOR_THEME
7,ANGL,C05_BONDS_CASH_CREDIT
7,CORN,C06_REAL_ASSETS
7,DIA,C01_US_BROAD_STYLE
7,EEM,C04_EMERGING
7,EIS,C03_DEVELOPED_GLOBAL
7,EPOL,C03_DEVELOPED_GLOBAL
7,EZA,C04_EMERGING
7,GDXJ,C06_REAL_ASSETS
7,IAU,C06_REAL_ASSETS
7,IEFA,C03_DEVELOPED_GLOBAL
7,IEMG,C04_EMERGING
7,IWF,C01_US_BROAD_STYLE
7,IWN,C01_US_BROAD_STYLE
7,KBE,C02_US_SECTOR_THEME
7,MBB,C05_BONDS_CASH_CREDIT
7,PPA,C02_US_SECTOR_THEME
7,RSP,C01_US_BROAD_STYLE
7,SHV,C05_BONDS_CASH_CREDIT
7,SHY,C05_BONDS_CASH_CREDIT
7,TUR,C04_EMERGING
7,URA,C06_REAL_ASSETS
7,VEU,C03_DEVELOPED_GLOBAL
7,XLI,C02_US_SECTOR_THEME
7,XLV,C02_US_SECTOR_THEME
8,CORN,C06_REAL_ASSETS
8,CPER,C06_REAL_ASSETS
8,DBO,C06_REAL_ASSETS
8,EDV,C05_BONDS_CASH_CREDIT
8,EMB,C05_BONDS_CASH_CREDIT
8,ENZL,C03_DEVELOPED_GLOBAL
8,EPP,C03_DEVELOPED_GLOBAL
8,EWG,C03_DEVELOPED_GLOBAL
8,EWN,C03_DEVELOPED_GLOBAL
8,HYG,C05_BONDS_CASH_CREDIT
8,IEMG,C04_EMERGING
8,IVV,C01_US_BROAD_STYLE
8,KWEB,C04_EMERGING
8,PPA,C02_US_SECTOR_THEME
8,QUAL,C01_US_BROAD_STYLE
8,RWX,C06_REAL_ASSETS
8,SCHB,C01_US_BROAD_STYLE
8,SCHE,C04_EMERGING
8,THD,C04_EMERGING
8,VGIT,C05_BONDS_CASH_CREDIT
8,VTV,C01_US_BROAD_STYLE
8,XLB,C02_US_SECTOR_THEME
8,XLK,C02_US_SECTOR_THEME
8,XLY,C02_US_SECTOR_THEME
9,ASHR,C04_EMERGING
9,BNO,C06_REAL_ASSETS
9,DBO,C06_REAL_ASSETS
9,EMB,C05_BONDS_CASH_CREDIT
9,ENZL,C03_DEVELOPED_GLOBAL
9,EPHE,C04_EMERGING
9,EWJ,C03_DEVELOPED_GLOBAL
9,EWQ,C03_DEVELOPED_GLOBAL
9,EWS,C04_EMERGING
9,FDN,C02_US_SECTOR_THEME
9,GDXJ,C06_REAL_ASSETS
9,IBB,C02_US_SECTOR_THEME
9,IEMG,C04_EMERGING
9,IWF,C01_US_BROAD_STYLE
9,LQD,C05_BONDS_CASH_CREDIT
9,MBB,C05_BONDS_CASH_CREDIT
9,QQQ,C01_US_BROAD_STYLE
9,RSP,C01_US_BROAD_STYLE
9,SCHB,C01_US_BROAD_STYLE
9,TIP,C05_BONDS_CASH_CREDIT
9,USO,C06_REAL_ASSETS
9,VEA,C03_DEVELOPED_GLOBAL
9,XLE,C02_US_SECTOR_THEME
9,XLF,C02_US_SECTOR_THEME
10,ANGL,C05_BONDS_CASH_CREDIT
10,ASHR,C04_EMERGING
10,BND,C05_BONDS_CASH_CREDIT
10,COMT,C06_REAL_ASSETS
10,DBA,C06_REAL_ASSETS
10,EMB,C05_BONDS_CASH_CREDIT
10,EPI,C04_EMERGING
10,EWC,C03_DEVELOPED_GLOBAL
10,EWG,C03_DEVELOPED_GLOBAL
10,EWS,C04_EMERGING
10,EWU,C03_DEVELOPED_GLOBAL
10,GSG,C06_REAL_ASSETS
10,INDA,C04_EMERGING
10,IWM,C01_US_BROAD_STYLE
10,KBE,C02_US_SECTOR_THEME
10,QQQ,C01_US_BROAD_STYLE
10,RSP,C01_US_BROAD_STYLE
10,VCSH,C05_BONDS_CASH_CREDIT
10,VGK,C03_DEVELOPED_GLOBAL
10,VNQ,C06_REAL_ASSETS
10,VTV,C01_US_BROAD_STYLE
10,XLB,C02_US_SECTOR_THEME
10,XLI,C02_US_SECTOR_THEME
10,XLK,C02_US_SECTOR_THEME
11,DBO,C06_REAL_ASSETS
11,DGRO,C01_US_BROAD_STYLE
11,EWH,C03_DEVELOPED_GLOBAL
11,EWI,C03_DEVELOPED_GLOBAL
11,EWJ,C03_DEVELOPED_GLOBAL
11,EWM,C04_EMERGING
11,ICLN,C02_US_SECTOR_THEME
11,IEMG,C04_EMERGING
11,IHI,C02_US_SECTOR_THEME
11,INDA,C04_EMERGING
11,IYR,C06_REAL_ASSETS
11,KWEB,C04_EMERGING
11,MUB,C05_BONDS_CASH_CREDIT
11,PALL,C06_REAL_ASSETS
11,PPA,C02_US_SECTOR_THEME
11,RWO,C06_REAL_ASSETS
11,SCHB,C01_US_BROAD_STYLE
11,SCHP,C05_BONDS_CASH_CREDIT
11,SCHX,C01_US_BROAD_STYLE
11,TIP,C05_BONDS_CASH_CREDIT
11,VB,C01_US_BROAD_STYLE
11,VEA,C03_DEVELOPED_GLOBAL
11,VGSH,C05_BONDS_CASH_CREDIT
11,XLY,C02_US_SECTOR_THEME
12,ACWI,C03_DEVELOPED_GLOBAL
12,BNDX,C05_BONDS_CASH_CREDIT
12,DBA,C06_REAL_ASSETS
12,DBB,C06_REAL_ASSETS
12,DGS,C04_EMERGING
12,EIDO,C04_EMERGING
12,EMB,C05_BONDS_CASH_CREDIT
12,EWH,C03_DEVELOPED_GLOBAL
12,EWL,C03_DEVELOPED_GLOBAL
12,EWN,C03_DEVELOPED_GLOBAL
12,EWS,C04_EMERGING
12,ICLN,C02_US_SECTOR_THEME
12,INDA,C04_EMERGING
12,PPA,C02_US_SECTOR_THEME
12,PPLT,C06_REAL_ASSETS
12,RSP,C01_US_BROAD_STYLE
12,SCHD,C01_US_BROAD_STYLE
12,SHV,C05_BONDS_CASH_CREDIT
12,SLV,C06_REAL_ASSETS
12,SPLV,C01_US_BROAD_STYLE
12,VCIT,C05_BONDS_CASH_CREDIT
12,VTV,C01_US_BROAD_STYLE
12,XLY,C02_US_SECTOR_THEME
12,XRT,C02_US_SECTOR_THEME
13,AAXJ,C04_EMERGING
13,ASHR,C04_EMERGING
13,BND,C05_BONDS_CASH_CREDIT
13,CORN,C06_REAL_ASSETS
13,EIDO,C04_EMERGING
13,ENZL,C03_DEVELOPED_GLOBAL
13,EWI,C03_DEVELOPED_GLOBAL
13,EWL,C03_DEVELOPED_GLOBAL
13,EWM,C04_EMERGING
13,GDX,C06_REAL_ASSETS
13,IBB,C02_US_SECTOR_THEME
13,IGV,C02_US_SECTOR_THEME
13,IVV,C01_US_BROAD_STYLE
13,IYR,C06_REAL_ASSETS
13,JNK,C05_BONDS_CASH_CREDIT
13,MBB,C05_BONDS_CASH_CREDIT
13,MTUM,C01_US_BROAD_STYLE
13,QUAL,C01_US_BROAD_STYLE
13,UNG,C06_REAL_ASSETS
13,VEU,C03_DEVELOPED_GLOBAL
13,VGSH,C05_BONDS_CASH_CREDIT
13,VTI,C01_US_BROAD_STYLE
13,XLB,C02_US_SECTOR_THEME
13,XLY,C02_US_SECTOR_THEME
14,AAXJ,C04_EMERGING
14,BND,C05_BONDS_CASH_CREDIT
14,DBA,C06_REAL_ASSETS
14,DBB,C06_REAL_ASSETS
14,EIS,C03_DEVELOPED_GLOBAL
14,EMB,C05_BONDS_CASH_CREDIT
14,EWH,C03_DEVELOPED_GLOBAL
14,EWL,C03_DEVELOPED_GLOBAL
14,EWP,C03_DEVELOPED_GLOBAL
14,EWZ,C04_EMERGING
14,FDN,C02_US_SECTOR_THEME
14,FXI,C04_EMERGING
14,HYG,C05_BONDS_CASH_CREDIT
14,IHI,C02_US_SECTOR_THEME
14,IWD,C01_US_BROAD_STYLE
14,IWN,C01_US_BROAD_STYLE
14,KBE,C02_US_SECTOR_THEME
14,PALL,C06_REAL_ASSETS
14,QUAL,C01_US_BROAD_STYLE
14,RWO,C06_REAL_ASSETS
14,SCHB,C01_US_BROAD_STYLE
14,TAN,C02_US_SECTOR_THEME
14,TLT,C05_BONDS_CASH_CREDIT
14,TUR,C04_EMERGING
15,ANGL,C05_BONDS_CASH_CREDIT
15,BND,C05_BONDS_CASH_CREDIT
15,DBB,C06_REAL_ASSETS
15,DBC,C06_REAL_ASSETS
15,ENZL,C03_DEVELOPED_GLOBAL
15,EWG,C03_DEVELOPED_GLOBAL
15,EWI,C03_DEVELOPED_GLOBAL
15,EWT,C04_EMERGING
15,EWZ,C04_EMERGING
15,FXI,C04_EMERGING
15,GDX,C06_REAL_ASSETS
15,HACK,C02_US_SECTOR_THEME
15,IWF,C01_US_BROAD_STYLE
15,KBE,C02_US_SECTOR_THEME
15,SCHD,C01_US_BROAD_STYLE
15,SHV,C05_BONDS_CASH_CREDIT
15,SPY,C01_US_BROAD_STYLE
15,THD,C04_EMERGING
15,UNG,C06_REAL_ASSETS
15,VCSH,C05_BONDS_CASH_CREDIT
15,VGK,C03_DEVELOPED_GLOBAL
15,VO,C01_US_BROAD_STYLE
15,XBI,C02_US_SECTOR_THEME
15,XLY,C02_US_SECTOR_THEME
16,ANGL,C05_BONDS_CASH_CREDIT
16,DBO,C06_REAL_ASSETS
16,EWH,C03_DEVELOPED_GLOBAL
16,EWQ,C03_DEVELOPED_GLOBAL
16,EWS,C04_EMERGING
16,EWU,C03_DEVELOPED_GLOBAL
16,EZA,C04_EMERGING
16,FXI,C04_EMERGING
16,GDX,C06_REAL_ASSETS
16,IGV,C02_US_SECTOR_THEME
16,IHI,C02_US_SECTOR_THEME
16,IJR,C01_US_BROAD_STYLE
16,ITA,C02_US_SECTOR_THEME
16,IYR,C06_REAL_ASSETS
16,LQD,C05_BONDS_CASH_CREDIT
16,MBB,C05_BONDS_CASH_CREDIT
16,MCHI,C04_EMERGING
16,PALL,C06_REAL_ASSETS
16,SCHD,C01_US_BROAD_STYLE
16,VCIT,C05_BONDS_CASH_CREDIT
16,VGK,C03_DEVELOPED_GLOBAL
16,VO,C01_US_BROAD_STYLE
16,VTV,C01_US_BROAD_STYLE
16,XBI,C02_US_SECTOR_THEME
17,ACWI,C03_DEVELOPED_GLOBAL
17,BIL,C05_BONDS_CASH_CREDIT
17,BNO,C06_REAL_ASSETS
17,DGRO,C01_US_BROAD_STYLE
17,EDV,C05_BONDS_CASH_CREDIT
17,EIDO,C04_EMERGING
17,EIRL,C03_DEVELOPED_GLOBAL
17,EPHE,C04_EMERGING
17,EWU,C03_DEVELOPED_GLOBAL
17,HDV,C01_US_BROAD_STYLE
17,IAU,C06_REAL_ASSETS
17,INDA,C04_EMERGING
17,ITA,C02_US_SECTOR_THEME
17,IWF,C01_US_BROAD_STYLE
17,IYR,C06_REAL_ASSETS
17,JNK,C05_BONDS_CASH_CREDIT
17,KWEB,C04_EMERGING
17,PALL,C06_REAL_ASSETS
17,SCHB,C01_US_BROAD_STYLE
17,VCIT,C05_BONDS_CASH_CREDIT
17,VEU,C03_DEVELOPED_GLOBAL
17,XLE,C02_US_SECTOR_THEME
17,XLF,C02_US_SECTOR_THEME
17,XLU,C02_US_SECTOR_THEME
18,ARGT,C04_EMERGING
18,DBA,C06_REAL_ASSETS
18,DIA,C01_US_BROAD_STYLE
18,EIS,C03_DEVELOPED_GLOBAL
18,ENZL,C03_DEVELOPED_GLOBAL
18,EWI,C03_DEVELOPED_GLOBAL
18,EWO,C03_DEVELOPED_GLOBAL
18,EWS,C04_EMERGING
18,EWY,C04_EMERGING
18,GDX,C06_REAL_ASSETS
18,HYG,C05_BONDS_CASH_CREDIT
18,IBB,C02_US_SECTOR_THEME
18,IEF,C05_BONDS_CASH_CREDIT
18,IHI,C02_US_SECTOR_THEME
18,IJH,C01_US_BROAD_STYLE
18,IYT,C02_US_SECTOR_THEME
18,SCHD,C01_US_BROAD_STYLE
18,TIP,C05_BONDS_CASH_CREDIT
18,UNG,C06_REAL_ASSETS
18,VCSH,C05_BONDS_CASH_CREDIT
18,VO,C01_US_BROAD_STYLE
18,VWO,C04_EMERGING
18,WOOD,C06_REAL_ASSETS
18,XBI,C02_US_SECTOR_THEME
19,AAXJ,C04_EMERGING
19,BNDX,C05_BONDS_CASH_CREDIT
19,CPER,C06_REAL_ASSETS
19,EMB,C05_BONDS_CASH_CREDIT
19,EPI,C04_EMERGING
19,EWG,C03_DEVELOPED_GLOBAL
19,EWJ,C03_DEVELOPED_GLOBAL
19,EWK,C03_DEVELOPED_GLOBAL
19,EWQ,C03_DEVELOPED_GLOBAL
19,EWS,C04_EMERGING
19,EZA,C04_EMERGING
19,FDN,C02_US_SECTOR_THEME
19,GLD,C06_REAL_ASSETS
19,IBB,C02_US_SECTOR_THEME
19,ITA,C02_US_SECTOR_THEME
19,IYR,C06_REAL_ASSETS
19,JNK,C05_BONDS_CASH_CREDIT
19,KBE,C02_US_SECTOR_THEME
19,LQD,C05_BONDS_CASH_CREDIT
19,QQQ,C01_US_BROAD_STYLE
19,SPY,C01_US_BROAD_STYLE
19,USO,C06_REAL_ASSETS
19,VB,C01_US_BROAD_STYLE
19,VTV,C01_US_BROAD_STYLE
20,ASHR,C04_EMERGING
20,BNO,C06_REAL_ASSETS
20,DBA,C06_REAL_ASSETS
20,EMB,C05_BONDS_CASH_CREDIT
20,EPHE,C04_EMERGING
20,EPI,C04_EMERGING
20,EWC,C03_DEVELOPED_GLOBAL
20,EWD,C03_DEVELOPED_GLOBAL
20,EWH,C03_DEVELOPED_GLOBAL
20,GDX,C06_REAL_ASSETS
20,IBB,C02_US_SECTOR_THEME
20,IEI,C05_BONDS_CASH_CREDIT
20,LQD,C05_BONDS_CASH_CREDIT
20,PPA,C02_US_SECTOR_THEME
20,QQQ,C01_US_BROAD_STYLE
20,SCHB,C01_US_BROAD_STYLE
20,SCHX,C01_US_BROAD_STYLE
20,TAN,C02_US_SECTOR_THEME
20,USO,C06_REAL_ASSETS
20,VEA,C03_DEVELOPED_GLOBAL
20,VGSH,C05_BONDS_CASH_CREDIT
20,VTI,C01_US_BROAD_STYLE
20,VWO,C04_EMERGING
20,XLB,C02_US_SECTOR_THEME
21,AGG,C05_BONDS_CASH_CREDIT
21,BND,C05_BONDS_CASH_CREDIT
21,BNDX,C05_BONDS_CASH_CREDIT
21,DBC,C06_REAL_ASSETS
21,DGS,C04_EMERGING
21,DIA,C01_US_BROAD_STYLE
21,EPHE,C04_EMERGING
21,EWA,C03_DEVELOPED_GLOBAL
21,EWL,C03_DEVELOPED_GLOBAL
21,EWQ,C03_DEVELOPED_GLOBAL
21,GDX,C06_REAL_ASSETS
21,IHI,C02_US_SECTOR_THEME
21,PALL,C06_REAL_ASSETS
21,SCHD,C01_US_BROAD_STYLE
21,SCHE,C04_EMERGING
21,SCHX,C01_US_BROAD_STYLE
21,SOXX,C02_US_SECTOR_THEME
21,TUR,C04_EMERGING
21,UNG,C06_REAL_ASSETS
21,VB,C01_US_BROAD_STYLE
21,VEU,C03_DEVELOPED_GLOBAL
21,VGLT,C05_BONDS_CASH_CREDIT
21,XLU,C02_US_SECTOR_THEME
21,XLY,C02_US_SECTOR_THEME
22,ACWI,C03_DEVELOPED_GLOBAL
22,BND,C05_BONDS_CASH_CREDIT
22,BNDX,C05_BONDS_CASH_CREDIT
22,DGS,C04_EMERGING
22,EFA,C03_DEVELOPED_GLOBAL
22,EIRL,C03_DEVELOPED_GLOBAL
22,EPHE,C04_EMERGING
22,EWY,C04_EMERGING
22,EZA,C04_EMERGING
22,GLD,C06_REAL_ASSETS
22,GSG,C06_REAL_ASSETS
22,IBB,C02_US_SECTOR_THEME
22,ICLN,C02_US_SECTOR_THEME
22,ITA,C02_US_SECTOR_THEME
22,IVV,C01_US_BROAD_STYLE
22,IWM,C01_US_BROAD_STYLE
22,LQD,C05_BONDS_CASH_CREDIT
22,MDY,C01_US_BROAD_STYLE
22,MTUM,C01_US_BROAD_STYLE
22,SLV,C06_REAL_ASSETS
22,USL,C06_REAL_ASSETS
22,VCSH,C05_BONDS_CASH_CREDIT
22,VEA,C03_DEVELOPED_GLOBAL
22,XBI,C02_US_SECTOR_THEME
23,BND,C05_BONDS_CASH_CREDIT
23,BNO,C06_REAL_ASSETS
23,EFA,C03_DEVELOPED_GLOBAL
23,EWG,C03_DEVELOPED_GLOBAL
23,EWI,C03_DEVELOPED_GLOBAL
23,EWS,C04_EMERGING
23,EWU,C03_DEVELOPED_GLOBAL
23,IHI,C02_US_SECTOR_THEME
23,IWF,C01_US_BROAD_STYLE
23,IWN,C01_US_BROAD_STYLE
23,KWEB,C04_EMERGING
23,MCHI,C04_EMERGING
23,MUB,C05_BONDS_CASH_CREDIT
23,PPLT,C06_REAL_ASSETS
23,VB,C01_US_BROAD_STYLE
23,VGIT,C05_BONDS_CASH_CREDIT
23,VGSH,C05_BONDS_CASH_CREDIT
23,VNQ,C06_REAL_ASSETS
23,VTI,C01_US_BROAD_STYLE
23,VWO,C04_EMERGING
23,WOOD,C06_REAL_ASSETS
23,XLI,C02_US_SECTOR_THEME
23,XLY,C02_US_SECTOR_THEME
23,XRT,C02_US_SECTOR_THEME
24,DBA,C06_REAL_ASSETS
24,EPHE,C04_EMERGING
24,EWA,C03_DEVELOPED_GLOBAL
24,EWC,C03_DEVELOPED_GLOBAL
24,EWI,C03_DEVELOPED_GLOBAL
24,EWL,C03_DEVELOPED_GLOBAL
24,EWS,C04_EMERGING
24,FDN,C02_US_SECTOR_THEME
24,IEF,C05_BONDS_CASH_CREDIT
24,IEI,C05_BONDS_CASH_CREDIT
24,IGV,C02_US_SECTOR_THEME
24,INDA,C04_EMERGING
24,IVV,C01_US_BROAD_STYLE
24,IWF,C01_US_BROAD_STYLE
24,SCHX,C01_US_BROAD_STYLE
24,SHY,C05_BONDS_CASH_CREDIT
24,SPY,C01_US_BROAD_STYLE
24,TAN,C02_US_SECTOR_THEME
24,TIP,C05_BONDS_CASH_CREDIT
24,URA,C06_REAL_ASSETS
24,USO,C06_REAL_ASSETS
24,VNQ,C06_REAL_ASSETS
24,VWO,C04_EMERGING
24,XLK,C02_US_SECTOR_THEME
25,ARGT,C04_EMERGING
25,ASHR,C04_EMERGING
25,BKLN,C05_BONDS_CASH_CREDIT
25,DBO,C06_REAL_ASSETS
25,EDV,C05_BONDS_CASH_CREDIT
25,EFA,C03_DEVELOPED_GLOBAL
25,ENZL,C03_DEVELOPED_GLOBAL
25,EWK,C03_DEVELOPED_GLOBAL
25,HACK,C02_US_SECTOR_THEME
25,IEFA,C03_DEVELOPED_GLOBAL
25,IEI,C05_BONDS_CASH_CREDIT
25,IEMG,C04_EMERGING
25,INDA,C04_EMERGING
25,IWF,C01_US_BROAD_STYLE
25,PALL,C06_REAL_ASSETS
25,PPLT,C06_REAL_ASSETS
25,RSP,C01_US_BROAD_STYLE
25,SCHX,C01_US_BROAD_STYLE
25,SHY,C05_BONDS_CASH_CREDIT
25,UNG,C06_REAL_ASSETS
25,VB,C01_US_BROAD_STYLE
25,XLI,C02_US_SECTOR_THEME
25,XLP,C02_US_SECTOR_THEME
25,XRT,C02_US_SECTOR_THEME
26,BKLN,C05_BONDS_CASH_CREDIT
26,CPER,C06_REAL_ASSETS
26,DEM,C04_EMERGING
26,EPI,C04_EMERGING
26,EPP,C03_DEVELOPED_GLOBAL
26,EWN,C03_DEVELOPED_GLOBAL
26,EWU,C03_DEVELOPED_GLOBAL
26,MBB,C05_BONDS_CASH_CREDIT
26,MDY,C01_US_BROAD_STYLE
26,MUB,C05_BONDS_CASH_CREDIT
26,PALL,C06_REAL_ASSETS
26,RSP,C01_US_BROAD_STYLE
26,RWO,C06_REAL_ASSETS
26,SCHB,C01_US_BROAD_STYLE
26,SCHE,C04_EMERGING
26,SLV,C06_REAL_ASSETS
26,SOXX,C02_US_SECTOR_THEME
26,TIP,C05_BONDS_CASH_CREDIT
26,TUR,C04_EMERGING
26,VGK,C03_DEVELOPED_GLOBAL
26,VTV,C01_US_BROAD_STYLE
26,XLU,C02_US_SECTOR_THEME
26,XLV,C02_US_SECTOR_THEME
26,XRT,C02_US_SECTOR_THEME
27,ASHR,C04_EMERGING
27,DBO,C06_REAL_ASSETS
27,DGRO,C01_US_BROAD_STYLE
27,EIDO,C04_EMERGING
27,EWA,C03_DEVELOPED_GLOBAL
27,EWD,C03_DEVELOPED_GLOBAL
27,EWI,C03_DEVELOPED_GLOBAL
27,EWU,C03_DEVELOPED_GLOBAL
27,EZA,C04_EMERGING
27,FDN,C02_US_SECTOR_THEME
27,IEMG,C04_EMERGING
27,IWD,C01_US_BROAD_STYLE
27,IWN,C01_US_BROAD_STYLE
27,MUB,C05_BONDS_CASH_CREDIT
27,RWO,C06_REAL_ASSETS
27,SCHX,C01_US_BROAD_STYLE
27,SHV,C05_BONDS_CASH_CREDIT
27,SLV,C06_REAL_ASSETS
27,SOXX,C02_US_SECTOR_THEME
27,TAN,C02_US_SECTOR_THEME
